Time,Reporter,Type,Content,Screenshot,RTF Note
2011-04-19 10:30:08,Testapan,(Rapid Reporter version),"1.11.03.20",,
2011-04-19 10:30:08,Testapan,Hash Code,"1863a0e",,
2011-04-19 10:30:08,Testapan,Twitter Account,"Pvt10RR",,
2011-04-19 10:30:08,Testapan,Session Reporter,"Testapan",,
2011-04-19 10:30:08,Testapan,Session Charter,"Åker till djungeln och testar kokosnötter",,
2011-04-19 10:30:09,Testapan,Twitter Link,"https://twitter.com/#!/search?q=%231863a0e",,
2011-04-19 10:30:21,Testapan,Note,"Ge mig thai-massage nu...",,
2011-04-19 10:30:37,Testapan,Note,"hahahaha",,
2011-04-19 10:30:40,Testapan,Session End. Duration,"00:00:32",,
2011-04-19 10:36:58,Nicholas,(Rapid Reporter version),"1.11.03.20",,
2011-04-19 10:36:58,Nicholas,Hash Code,"c98c111",,
2011-04-19 10:36:58,Nicholas,Session Reporter,"Nicholas",,
2011-04-19 10:36:58,Nicholas,Session Charter,"Åker till djungeln och testar kokosnötter",,
2011-04-19 10:37:04,Nicholas,Note,"Lättare så här",,
2011-04-19 10:37:51,Nicholas,autogenerated,"screenshot saved",1_20110419_103751_c98c111.jpg,
2011-04-19 10:39:19,Nicholas,Session End. Duration,"00:02:21",,
2011-04-19 10:46:14,123456,(Rapid Reporter version),"1.11.03.20",,
2011-04-19 10:46:14,123456,Hash Code,"104b4da",,
2011-04-19 10:46:14,123456,Twitter Account,"Pvt10RR",,
2011-04-19 10:46:14,123456,Session Reporter,"123456",,
2011-04-19 10:46:14,123456,Session Charter,"12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901abc",,
2011-04-19 10:46:15,123456,Twitter Link,"https://twitter.com/#!/search?q=%23104b4da",,
2011-04-19 10:46:29,123456,Setup,"1234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123abc",,
2011-04-19 10:46:32,123456,Session End. Duration,"00:00:18",,
2011-04-19 10:53:40,NeoGeo,(Rapid Reporter version),"1.11.03.20",,
2011-04-19 10:53:40,NeoGeo,Hash Code,"fd28c59",,
2011-04-19 10:53:40,NeoGeo,Twitter Account,"Pvt10RR",,
2011-04-19 10:53:40,NeoGeo,Session Reporter,"NeoGeo",,
2011-04-19 10:53:40,NeoGeo,Session Charter,"To show geo amazing flickr became when it was combined with our GODLIKE twitter RR",,
2011-04-19 10:53:41,NeoGeo,Twitter Link,"https://twitter.com/#!/search?q=%23fd28c59",,
2011-04-19 10:54:25,NeoGeo,autogenerated,"screenshot saved",1_20110419_105424_fd28c59.jpg,
2011-04-19 10:54:31,NeoGeo,WebUrl: ,"http://www.flickr.com/photos/61770619@N06/5633704513/",,
2011-04-19 10:54:36,NeoGeo,autogenerated,"screenshot saved",2_20110419_105436_fd28c59.jpg,
2011-04-19 10:55:38,NeoGeo,autogenerated,"screenshot saved",3_20110419_105538_fd28c59.jpg,
2011-04-19 10:55:51,NeoGeo,WebUrl: ,"http://www.flickr.com/photos/61770619@N06/5633706651/",,
2011-04-19 10:56:10,NeoGeo,Session End. Duration,"00:02:30",,
2011-04-19 10:57:22,Nicholas,(Rapid Reporter version),"1.11.03.20",,
2011-04-19 10:57:22,Nicholas,Hash Code,"a2a14d2",,
2011-04-19 10:57:22,Nicholas,Twitter Account,"Pvt10RR",,
2011-04-19 10:57:22,Nicholas,Session Reporter,"Nicholas",,
2011-04-19 10:57:22,Nicholas,Session Charter,"asd",,
2011-04-19 10:57:23,Nicholas,Twitter Link,"https://twitter.com/#!/search?q=%23a2a14d2",,
2011-04-19 10:57:28,Nicholas,Session End. Duration,"00:00:05",,
